Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2007,GCL Red Sox,GCL,ROK,1B,6,6,52.0,54,48,6,0,4,,1.000
2008,Greenville Drive,SAL,A(Full),1B,19,19,164.0,166,155,9,2,9,,.988
2008,Greenville Drive,SAL,A(Full),DH,2,2,0.0,0,0,0,0,0,,.000
2009,2 Teams,,Minors,DH,8,8,0.0,0,0,0,0,0,,.000
2009,2 Teams,,Minors,1B,110,109,961.1,1062,970,86,6,76,,.994
2009,2 Teams,,Minors,DH,8,8,0.0,0,0,0,0,0,,.000
2009,2 Teams,,Minors,1B,110,109,961.1,1062,970,86,6,76,,.994
2009,Greenville Drive,SAL,A(Full),1B,59,58,511.1,572,527,43,2,43,,.997
2009,Greenville Drive,SAL,A(Full),DH,4,4,0.0,0,0,0,0,0,,.000
2009,Salem Red Sox,CAR,A(Adv),1B,51,51,450.0,490,443,43,4,33,,.992
2009,Salem Red Sox,CAR,A(Adv),DH,4,4,0.0,0,0,0,0,0,,.000
2010,2 Teams,,Minors,1B,131,130,1144.1,1303,1185,102,16,114,,.988
2010,2 Teams,,Minors,1B,131,130,1144.1,1303,1185,102,16,114,,.988
2010,Salem Red Sox,CAR,A(Adv),1B,24,24,208.0,269,252,16,1,19,,.996
2010,Salem Red Sox,CAR,A(Adv),DH,5,5,0.0,0,0,0,0,0,,.000
2010,Portland Sea Dogs,EAS,AA,1B,107,106,936.1,1034,933,86,15,95,,.985
2011,Tucson Padres,PCL,AAA,1B,88,86,757.2,817,728,77,12,85,,.985
2011,Tucson Padres,PCL,AAA,DH,4,4,0.0,0,0,0,0,0,,.000
2012,Iowa Cubs,PCL,AAA,1B,66,66,560.0,639,564,66,9,53,,.986
2012,Iowa Cubs,PCL,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
,FCL Red Sox,GCL,ROK,1B,6,6,52.0,54,48,6,0,4,,1.000
,2 Teams,,AAA,1B,154,152,1317.2,1456,1292,143,21,138,,.986
,2 Teams,,AAA,DH,6,6,0.0,0,0,0,0,0,,.000
,Portland Sea Dogs,EAS,AA,1B,107,106,936.1,1034,933,86,15,95,,.985
,Salem Red Sox,CAR,A+,1B,75,75,658.0,759,695,59,5,52,,.993
,Salem Red Sox,CAR,A+,DH,9,9,0.0,0,0,0,0,0,,.000
,Greenville Drive,SAL,A,1B,78,77,675.1,738,682,52,4,52,,.995
,Greenville Drive,SAL,A,DH,6,6,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,1B,266,264,2321.2,2585,2358,203,24,203,,.991
,2 Teams,,Minors,DH,15,15,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,1B,266,264,2321.2,2585,2358,203,24,203,,.991
Career Minors,2 Teams,,,DH,15,15,0.0,0,0,0,0,0,,.000
